Adhyay,Mantra Number,Mantra,Chanda,Devata,Rishi,Padpath,URL,ScrapedAtUTC
3,6,आयं गौः पृश्नि॑रक्रमी॒दस॑दन् मा॒तरं॑ पु॒रः। पि॒तरं॑ च प्र॒यन्त्स्वः॑ ॥६॥,निचृद् गायत्री,अग्निर्देवता,सर्प्पराज्ञी कद्रूर्ऋषिः,आ। अ॒यम्। गौः। पृश्निः॑। अ॒क्र॒मी॒त्। अस॑दत्। मा॒तर॑म्। पु॒रः। पि॒तर॑म्। च॒। प्र॒यन्निति॑ प्र॒ऽयन्। स्व॒रिति॒ स्वः᳕ ॥६॥,https://www.xn--j2b3a4c.com/yajurveda/3/6,2025-12-05T02:45:58.582900
3,7,अ॒न्तश्च॑रति रोच॒नास्य प्रा॒णाद॑पान॒ती। व्य॑ख्यन् महि॒षो दिव॑म् ॥७॥,विराड् गायत्री,अग्निर्देवता,सर्पराज्ञी कद्रूर्ऋषिः,अ॒न्तरित्य॒न्तः। च॒र॒ति॒। रो॒च॒ना। अ॒स्य॒। प्रा॒णात्। अ॒पा॒न॒तीत्य॑पऽअ॒न॒ती। वि। अ॒ख्य॒न्। म॒हि॒षः। दिव॑म् ॥७॥,https://www.xn--j2b3a4c.com/yajurveda/3/7,2025-12-05T02:46:00.379821
3,8,त्रि॒ꣳश॒द्धाम॒ विरा॑जति॒ वाक् प॑त॒ङ्गाय॑ धीयते। प्रति॒ वस्तो॒रह॒ द्युभिः॑ ॥८॥,गायत्री,अग्निर्देवता,सर्पराज्ञी कद्रूर्ऋषिः,त्रि॒ꣳशत्। धाम॑। वि। रा॒ज॒ति॒। वाक्। प॒त॒ङ्गाय॑। धी॒य॒ते॒। प्रति॑। वस्तोः॑। अह॑। द्युभि॒रिति॒ द्युऽभिः॑ ॥८॥,https://www.xn--j2b3a4c.com/yajurveda/3/8,2025-12-05T02:46:01.444039
3,9,अ॒ग्निर्ज्योति॒र्ज्योति॑र॒ग्निः स्वाहा॒ सूर्यो॒ ज्योति॒र्ज्योतिः॒ सूर्यः॒ स्वाहा॑। अ॒ग्निर्वर्चो॒ ज्योति॒र्वर्चः॒ स्वाहा॒ सूर्यो॒ वर्चो॒ ज्योति॒र्वर्चः॒ स्वाहा॑। ज्योतिः॒ सूर्यः॒ सूर्यो॒ ज्योतिः॒ स्वाहा॑ ॥९॥,"पङ्क्तिः, याजुषी पङ्क्तिः",अग्निसूर्यो देवते,प्रजापतिर्ऋषिः,अ॒ग्निः। ज्योतिः॑। ज्योतिः॑। अ॒ग्निः। स्वाहा॑। सूर्य्यः॑। ज्योतिः॑। ज्योतिः॑। सूर्य्यः॑। स्वाहा॑। अ॒ग्निः। वर्च्चः॑। ज्योतिः॑। वर्च्चः॑। स्वाहा॑। सूर्य्यः॑। वर्च्चः॑। ज्योतिः॑। वर्च्चः॑। स्वाहा॑। ज्योतिः॑। सूर्य्यः॑। सूर्य्यः॑। ज्योतिः॑। स्वाहा॑ ॥९॥,https://www.xn--j2b3a4c.com/yajurveda/3/9,2025-12-05T02:46:03.826856
3,10,स॒जूर्दे॒वेन॑ सवि॒त्रा स॒जू रात्र्येन्द्र॑वत्या। जु॒षा॒णोऽअ॒ग्निर्वे॑तु॒ स्वाहा॑। स॒जूर्दे॒वेन॑ सवि॒त्रा स॒जूरु॒षसेन्द्र॑वत्या। जु॒षा॒णः सूर्यो॑ वेतु॒ स्वाहा॑ ॥१०॥,गायत्री भुरिग् गायत्री,पूर्वार्द्धस्याग्निरुत्तरार्द्धस्य सूर्यश्च देवते,प्रजापतिर्ऋषिः,स॒जूरिति॑ स॒ऽजूः। दे॒वेन॑। स॒वि॒त्रा। स॒जूरिति॑ स॒ऽजूः। रात्र्या॑। इन्द्र॑व॒त्येतीन्द्र॑ऽवत्या। जु॒षा॒णः। अ॒ग्निः। वे॒तु॒। स्वाहा॑। स॒जूरिति॑ स॒ऽजूः। दे॒वेन॑। स॒वि॒त्रा। स॒जूरिति॑ स॒ऽजूः। उ॒षसा। इन्द्र॑व॒त्येतीन्द्र॑ऽवत्या। जु॒षा॒णः। सूर्यः॑। वे॒तु॒। स्वाहा॑ ॥१०॥,https://www.xn--j2b3a4c.com/yajurveda/3/10,2025-12-05T02:46:06.124709
3,13,उ॒भा वा॑मिन्द्राग्नीऽआहु॒वध्या॑ऽउ॒भा राध॑सः स॒ह मा॑द॒यध्यै॑। उ॒भा दा॒तारा॑वि॒षा र॑यी॒णामु॒भा वाज॑स्य सा॒तये॑ हुवे वाम् ॥१३॥,विराट् त्रिष्टुप्,इन्द्राग्नी देवते,भरद्वाज ऋषिः,उ॒भा। वा॒म्। इ॒न्द्रा॒ग्नी॒ऽइती॑न्द्राग्नी। आ॒हु॒वध्या॒ऽइत्या॑ऽहु॒वध्यै॑। उ॒भा। राध॑सः। स॒ह। मा॒द॒यध्यै॑। उ॒भा। दा॒तारौ॑। इ॒षाम्। र॒यी॒णाम्। उ॒भा। वाज॑स्य। सा॒तये॑। हु॒वे। वा॒म् ॥१३॥,https://www.xn--j2b3a4c.com/yajurveda/3/13,2025-12-05T02:46:12.948638
3,14,अ॒यं ते॒ योनि॑र्ऋ॒त्वियो॒ यतो॑ जा॒तोऽअरो॑चथाः। तं जा॒नन्न॑ग्न॒ऽआरो॒हाथा॑ नो वर्द्धया र॒यिम् ॥१४॥,निचृद् अनुष्टुप्,अग्निर्देवता,देववातभरतावृषी,अ॒यम्। ते॒। योनिः॑। ऋ॒त्वियः॑। यतः॑। जा॒तः। अरो॑चथाः। तम्। जा॒नन्। अ॒ग्ने॒। आ। रो॒ह॒। अथ॑। नः॒। व॒र्द्ध॒य॒। र॒यिम् ॥१४॥,https://www.xn--j2b3a4c.com/yajurveda/3/14,2025-12-05T02:46:14.875449
3,15,अ॒यमि॒ह प्र॑थ॒मो धा॑यि धा॒तृभि॒र्होता॒ यजि॑ष्ठोऽअध्व॒रेष्वीड्यः॑। यमप्न॑वानो॒ भृग॑वो विरुरु॒चुर्वने॑षु चि॒त्रं वि॒भ्वं᳖ वि॒शेवि॑शे ॥१५॥,भुरिक् त्रिष्टुप्,अग्निर्देवता,वामदेव ऋषिः,अ॒यम्। इ॒ह। प्र॒थ॒मः। धा॒यि॒। धा॒तृभि॒रिति॑ धा॒तृऽभिः॑। होता॑। यजि॑ष्ठः। अ॒ध्व॒रेषु॑। ईड्यः॑। यम्। अप्न॑वानः। भृग॑वः। वि॒रु॒रु॒चुरिति॑ विऽरुरु॒चुः। वने॑षु। चि॒त्रम्। विभ्व᳕मिति॑ वि॒ऽभ्व॒म्। वि॒शेवि॑श॒ इति॑ वि॒शेऽवि॑शे ॥१५॥,https://www.xn--j2b3a4c.com/yajurveda/3/15,2025-12-05T02:46:16.945475
3,16,अ॒स्य प्र॒त्नामनु॒ द्युत॑ꣳ शु॒क्रं दु॑दुह्रे॒ऽअह्र॑यः। पयः॑ सहस्र॒सामृषि॑म् ॥१६॥,गायत्री,अग्निर्देवता,अवत्सार ऋषिः,अ॒स्य। प्र॒त्नाम्। अनु॑। द्युत॑म्। शु॒क्रम्। दु॒दु॒ह्रे॒। अह्र॑यः। पयः॑। स॒ह॒स्र॒सामिति॑ सहस्र॒ऽसाम्। ऋषि॑म् ॥१६॥,https://www.xn--j2b3a4c.com/yajurveda/3/16,2025-12-05T02:46:19.221743
3,17,त॒नू॒पाऽअ॑ग्नेऽसि त॒न्वं᳖ मे पाह्यायु॑र्दाऽअ॑ग्ने॒ऽस्यायु॑र्मे देहि वर्चो॒दाऽअ॑ग्नेऽसि॒ वर्चो॑ मे देहि। अग्ने॒ यन्मे॑ त॒न्वा᳖ऽऊ॒नं तन्म॒ऽआपृ॑ण ॥१७॥,त्रिष्टुप्,अग्निर्देवता,अवत्सार ऋषिः,त॒नू॒पा इति॑ तनू॒ऽपाः। अ॒ग्ने॒। अ॒सि॒। त॒न्व᳖म्। मे॒। पा॒हि॒। आ॒यु॒र्दा इत्यायुः॒दाः। अ॒ग्ने॒। अ॒सि॒। आयुः॑। मे॒। दे॒हि॒। व॒र्च्चो॒दा इति॑ वर्च्चः॒ऽदाः। अ॒ग्ने॒। अ॒सि॒। वर्च्चः॑। मे॒। दे॒हि॒। अग्ने॑। यत्। मे॒। त॒न्वाः᳖ ऊ॒नम्। तत्। मे॒। आ। पृ॒ण॒ ॥१७॥,https://www.xn--j2b3a4c.com/yajurveda/3/17,2025-12-05T02:46:21.387359
3,18,इन्धाना॑स्त्वा श॒तꣳ हिमा॑ द्यु॒मन्त॒ꣳ समि॑धीमहि। वय॑स्वन्तो वय॒स्कृत॒ꣳ सह॑स्वन्तः सह॒स्कृत॑म्। अग्ने॑ सपत्न॒दम्भ॑न॒मद॑ब्धासो॒ऽअदा॑भ्यम्। चित्रा॑वसो स्व॒स्ति ते॑ पा॒रम॑शीय ॥१८॥,निचृद् ब्राह्मी पङ्क्तिः,अग्निर्देवता,अवत्सार ऋषिः,इन्धा॑नाः। त्वा॒। श॒तम्। हिमाः॑। द्यु॒मन्त॒मिति॑ द्यु॒ऽमन्त॑म्। सम्। इ॒धी॒म॒हि॒। वय॑स्वन्तः। व॒य॒स्कृत॑म्। व॒य॒स्कृत॒मिति॑ वयः॒ऽकृत॑म्। सह॑स्वन्तः। स॒ह॒स्कृत॑म्। स॒ह॒स्कृत॒मिति॑ सहः॒ऽकृत॑म्। अग्ने॑। स॒प॒त्न॒दम्भ॑न॒मिति॑ सपत्न॒ऽदम्भ॑नम्। अद॑ब्धासः। अदा॑भ्यम्। चित्रा॑वसो। चि॑त्रवसो॒ऽइति॒ चित्र॑ऽवसो। स्व॒स्ति। ते। पा॒रम्। अ॒शी॒य॒ ॥१८॥,https://www.xn--j2b3a4c.com/yajurveda/3/18,2025-12-05T02:46:22.431352
3,19,सं त्वम॑ग्ने॒ सूर्य॑स्य॒ वर्च्च॑सागथाः॒ समृषी॑णा स्तु॒तेन॑। सं प्रि॒येण॒ धाम्ना॒ सम॒हमायु॑षा॒ सं वर्च॑सा॒ सं प्र॒जया॒ संꣳरा॒यस्पोषे॑ण ग्मिषीय ॥१९॥,जगती,अग्निर्देवता,अवत्सार ऋषिः,सम्। त्वम्। अ॒ग्ने॒। सूर्य्य॑स्य। वर्च॑सा। अ॒ग॒थाः॒। सम्। ऋषी॑णाम्। स्तु॒तेन॑। सम्। प्रि॒येण॑। धाम्ना॑। सम्। अ॒हम्। आयु॑षा। सम्। वर्च॑सा। सम्। प्र॒जयेति॑ प्र॒ऽजया॑। सम्। रा॒यः। पोषे॑ण। ग्मि॒षी॒य॒ ॥१९॥,https://www.xn--j2b3a4c.com/yajurveda/3/19,2025-12-05T02:46:24.531837
3,20,अन्ध॒ स्थान्धो॑ वो भक्षीय॒ मह॑ स्थ॒ महो॑ वो भक्षी॒योर्ज॒ स्थोर्जं॑ वो भक्षीय रा॒यस्पोष॑ स्थ रा॒यस्पोषं॑ वो भक्षीय ॥२०॥,भुरिग् बृहती,आपो देवता,याज्ञवल्क्यः,अन्धः॑। स्थ॒। अन्धः॑। वः॒। भ॒क्षी॒य॒। महः॑। स्थ॒। महः॑। वः॒। भ॒क्षी॒य॒। ऊ॒र्जः॑। स्थ॒। ऊर्ज्ज॑म्। वः॒। भ॒क्षी॒य॒। रा॒यः। पोषः॑। स्थ॒। रा॒यः। पोष॑म्। वः॒। भ॒क्षी॒य॒ ॥२०॥,https://www.xn--j2b3a4c.com/yajurveda/3/20,2025-12-05T02:46:25.723835
3,21,रेव॑ती॒ रम॑ध्वम॒स्मिन् योना॑व॒स्मिन् गो॒ष्ठे᳕ऽस्मिँल्लो॒के᳕ऽस्मिन् क्षये॑। इ॒हैव स्त॒ माप॑गात ॥२१॥,उष्णिक्,विश्वेदेवा देवताः,याज्ञवल्क्यः,रेव॑तीः। रम॑ध्वम्। अ॒स्मिन्। योनौ॑। अ॒स्मिन्। गो॒ष्ठे। गो॒स्थ इति॑ गो॒ऽस्थे॑। अ॒स्मिन्। लो॒के। अ॒स्मिन्। क्षये॑। इ॒ह। ए॒व। स्त॒। मा। अप॑। गा॒त॒ ॥२१॥,https://www.xn--j2b3a4c.com/yajurveda/3/21,2025-12-05T02:46:28.376122
3,22,स॒ꣳहि॒तासि॑ विश्वरू॒प्यू᳕र्जा मावि॑श गौप॒त्येन॑। उप॑ त्वाग्ने दि॒वेदि॑वे॒ दोषा॑वस्तर्धि॒या व॒यम्। नमो॒ भर॑न्त॒ऽएम॑सि ॥२२॥,"भूरिग् आसुरी गायत्री, गायत्री",अग्निर्देवता,वैश्वामित्रो मधुच्छन्दा ऋषिः,स॒ꣳहि॒तेति॑ सम्ऽहि॒ता। अ॒सि॒। वि॒श्व॒रू॒पीति॑ विश्वऽरू॒पी। ऊ॒र्जा। मा॒। आ। वि॒श॒। गौ॒प॒त्येन॑। उप॑। त्वा॒। अ॒ग्ने॒। दि॒वेदि॑व॒ इति॑ दि॒वेदि॑वे। दो॑षावस्त॒रिति॒ दोषा॑ऽवस्तः। धि॒या। व॒यम्। नमः॑। भर॑न्तः। आ। इ॒म॒सि॒ ॥२२॥,https://www.xn--j2b3a4c.com/yajurveda/3/22,2025-12-05T02:46:30.115881
3,23,राज॑न्तमध्व॒राणां॑ गो॒पामृ॒तस्य॒ दीदि॑विम्। वर्द्ध॑मान॒ꣳ स्वे दमे॑ ॥२३॥,विराड् गायत्री,अग्निर्देवता,वैश्वामित्रो मधुच्छन्दा ऋषिः,राज॑न्तम्। अ॒ध्व॒राणा॑म्। गो॒पाम्। ऋ॒तस्य॑। दीदि॑विम्। वर्ध॑मानम्। स्वे। दमे॑ ॥२३॥,https://www.xn--j2b3a4c.com/yajurveda/3/23,2025-12-05T02:46:32.108523
3,25,अग्ने॒ त्वं नो॒ऽअन्त॑मऽउ॒त त्रा॒ता शि॒वो भ॑वा वरू॒थ्यः᳖। वसु॑र॒ग्निर्वसु॑श्रवा॒ऽअच्छा॑ नक्षि द्यु॒मत्त॑मꣳ र॒यिं दाः॑ ॥२५॥,भुरिग् बृहती,अग्निर्देवता,सुबन्धुर्ऋषिः,अग्ने॑। त्वम्। नः॒। अन्त॑मः। उ॒त। त्रा॒ता। शि॒वः। भ॒व॒। व॒रू॒थ्यः᳖। वसुः॑। अ॒ग्निः। वसु॑श्रवा॒ इति॒ वसु॑ऽश्रवाः। अच्छ॑। न॒क्षि॒। द्यु॒मत्त॑म॒मिति॑ द्यु॒मत्ऽत॑मम्। र॒यिम्। दाः॒ ॥२५॥,https://www.xn--j2b3a4c.com/yajurveda/3/25,2025-12-05T02:46:34.692075
3,26,तं त्वा॑ शोचिष्ठ दीदिवः सु॒म्नाय॑ नू॒नमी॑महे॒ सखि॑भ्यः। स नो॑ बोधि श्रु॒धी हव॑मुरु॒ष्या णो॑ऽअघाय॒तः स॑मस्मात् ॥२६॥,"स्वराड् बृहती,",अग्निर्देवता,सुबन्धुर्ऋषिः,तम्। त्वा॒। शो॒चि॒ष्ठ। दी॒दि॒व॒ इति॑ दीदिऽवः। सु॒म्नाय॑। नू॒नम्। ई॒म॒हे॒। सखि॑भ्य॒ इति॒ सखि॑ऽभ्यः। सः। नः॒। बो॒धि॒। श्रु॒धि। हव॑म्। उ॒रु॒ष्य। नः॒। अ॒घा॒य॒त इत्य॑घऽयतः। स॒म॒स्मा॒त् ॥२६॥,https://www.xn--j2b3a4c.com/yajurveda/3/26,2025-12-05T02:46:36.046045
3,27,इड॒ऽएह्यदि॑त॒ऽएहि॒ काम्या॒ऽएत॑। मयि॑ वः काम॒धर॑णं भूयात् ॥२७॥,विराड् गायत्री,अग्निर्देवता,श्रुतबन्धुर्ऋषिः,इडे॑। आ। इ॒हि॒। अदि॑ते। आ। इ॒हि॒। काम्याः॑। आ। इ॒त॒। मयि॑ वः॒। का॒म॒धर॑ण॒मिति॑ काम॒ऽधर॑णम्। भू॒या॒त् ॥२७॥,https://www.xn--j2b3a4c.com/yajurveda/3/27,2025-12-05T02:46:38.206115
3,28,सो॒मान॒ꣳ स्वर॑णं कृणु॒हि ब्र॑ह्मणस्पते। क॒क्षीव॑न्तं॒ यऽऔ॑शि॒जः ॥२८॥,विराड् गायत्री,बृहस्पतिर्देवता,प्रबन्धु ऋषिः,सो॒मान॑म्। स्व॑रणम्। कृ॒णु॒हि॒। ब्र॒ह्म॒णः॒। प॒ते॒। क॒क्षीव॑न्तम्। यः। औ॒शि॒जः ॥२८॥,https://www.xn--j2b3a4c.com/yajurveda/3/28,2025-12-05T02:46:40.177864
3,29,यो रे॒वान् योऽअ॑मीव॒हा व॑सु॒वित् पु॑ष्टि॒वर्द्ध॑नः। स नः॑ सिषक्तु॒ यस्तु॒रः ॥२९॥,गायत्री,बृहस्पतिर्देवता,मेधातिथिर्ऋषिः,यः। रे॒वान्। यः। अ॒मी॒व॒हेत्य॑मीऽव॒हा। व॒सु॒विदिति॑ वसु॒ऽवित्। पु॒ष्टि॒वर्द्ध॑न॒ इति॑ पुष्टि॒ऽवर्द्ध॑नः। सः। नः॒। सि॒ष॒क्त्विति सिषक्तुः। यः। तु॒रः ॥२९॥,https://www.xn--j2b3a4c.com/yajurveda/3/29,2025-12-05T02:46:41.526586
3,30,मा नः॒ शꣳसो॒ऽअर॑रुषो धू॒र्तिः प्रण॒ङ् मर्त्य॑स्य। रक्षा॑ णो ब्रह्मणस्पते ॥३०॥,निचृद् गायत्री,ब्रह्मणस्पतिर्देवता,सप्तधृतिर्वारुणिर्ऋषिः,मा। नः॒। शꣳसः॑। अर॑रुषः। धू॒र्तिः। प्रण॑क्। मर्त्य॑स्य। रक्ष॑। नः॒। ब्र॒ह्म॒णः॒। प॒ते॒ ॥३०॥,https://www.xn--j2b3a4c.com/yajurveda/3/30,2025-12-05T02:46:44.385510
3,31,महि॑ त्री॒णामवो॑ऽस्तु द्यु॒क्षं मि॒त्रस्या॑र्य॒म्णः। दु॒रा॒धर्षं॒ वरु॑णस्य ॥३१॥,विराड् गायत्री,आदित्यो देवता,सप्तधृतिर्वारुणिर्ऋषिः,महि॑। त्री॒णाम्। अवः॑। अ॒स्तु॒। द्यु॒क्षम्। मि॒त्रस्य॑। अ॒र्य॒म्णः। दु॒रा॒धर्ष॒मिति॑ दुःऽआ॒धर्ष॑म्। वरु॑णस्य ॥३१॥,https://www.xn--j2b3a4c.com/yajurveda/3/31,2025-12-05T02:46:46.557675
3,32,न॒हि तेषा॑म॒मा च॒न नाध्व॑सु वार॒णेषु॑। ईशे॑ रि॒पुर॒घश॑ꣳसः ॥३२॥,निचृद् गायत्री,आदित्यो देवता,सप्तधृतिर्वारुणिर्ऋषिः,न॒हि। तेषा॑म्। अ॒मा। च॒न। न। अध्व॒स्वित्यध्व॑ऽसु। वा॒र॒णेषु॑। ईशे॑। रि॒पुः। अ॒घश॑ꣳस॒ इत्य॒घऽश॑ꣳसः ॥३२॥,https://www.xn--j2b3a4c.com/yajurveda/3/32,2025-12-05T02:46:47.612167
3,33,ते हि पु॒त्रासो॒ऽअदि॑तेः॒ प्र जी॒वसे॒ मर्त्या॑य। ज्योति॒र्यच्छ॒न्त्यज॑स्रम् ॥३३॥,विराड् गायत्री,आदित्यो देवता,वारुणिः सप्तधृतिः,ते। हि। पु॒त्रासः॑। अदि॑तेः। प्र। जी॒वसे॑। मर्त्या॑य। ज्योतिः॑। यच्छ॑न्ति। अज॑स्रम् ॥३३॥,https://www.xn--j2b3a4c.com/yajurveda/3/33,2025-12-05T02:46:50.172547
3,34,क॒दा च॒न स्त॒रीर॑सि॒ नेन्द्र॑ सश्चसि दा॒शुषे॑। उपो॒पेन्नु म॑घव॒न् भूय॒ऽइन्नु ते॒ दानं॑ दे॒वस्य॑ पृच्यते ॥३४॥,पथ्या बृहती,इन्द्रो देवता,मधुच्छन्दा ऋषिः,क॒दा। च॒न। स्त॒रीः। अ॒सि॒। न। इ॒न्द्र॒। स॒श्च॒सि॒। दा॒शुषे॑। उपो॒पेत्युप॑ऽउप। इत्। नु। म॒घ॒व॒न्निति॑ मघऽवन्। भूयः॑। इत्। नु। ते॒। दान॑म्। दे॒वस्य॑। पृ॒च्य॒ते॒ ॥३४॥,https://www.xn--j2b3a4c.com/yajurveda/3/34,2025-12-05T02:46:52.679495
3,35,तत् स॑वि॒तुर्वरे॑ण्यं॒ भर्गो॑ दे॒वस्य॑ धीमहि। धियो॒ यो नः॑ प्रचो॒दया॑त् ॥३५॥,निचृद् गायत्री,सविता देवता,विश्वामित्र ऋषिः,तत्। स॒वि॒तुः। वरे॑ण्यम्। भर्गः॑। दे॒वस्य॑। धी॒म॒हि॒। धि॒यः॑। यः। नः॒। प्र॒। चो॒द॒या॒त् ॥३५॥,https://www.xn--j2b3a4c.com/yajurveda/3/35,2025-12-05T02:46:54.250226
3,36,परि॑ ते दू॒डभो॒ रथो॒ऽस्माँ२ऽअ॑श्नोतु वि॒श्वतः॑। येन॒ रक्ष॑सि दा॒शुषः॑ ॥३६॥,निचृद् गायत्री,अग्निर्देवता,वामदेव ऋषिः,परि॑। ते॒। दू॒डभः॑। दु॒र्दभ॒ऽइति॑ दुः॒ऽदभः॑। रथः॑। अ॒स्मान्। अ॒श्नो॒तु॒। वि॒श्वतः॑। येन॑। रक्ष॑सि। दा॒शुषः॑ ॥३६॥,https://www.xn--j2b3a4c.com/yajurveda/3/36,2025-12-05T02:46:55.597059
3,37,भूर्भुवः॒ स्वः᳖ सुप्र॒जाः प्र॒जाभिः॑ स्या सु॒वीरो॑ वी॒रैः सु॒पोषः॒ पोषैः॑। नर्य॑ प्र॒जां मे॑ पाहि॒ शꣳस्य॑ प॒शून् मे॑ पा॒ह्यथ॑र्य पि॒तुं मे॑ पाहि ॥३७॥,"ब्राह्मी उष्णिक्,",प्रजापतिर्ऋषिः,वामदेव ऋषिः,भूः। भुवः॑। स्व॒रिति॒ स्वः᳖। सु॒प्र॒जा इति॑ सुऽप्र॒जाः। प्र॒जाभि॒रिति॑ प्र॒ऽजाभिः॑। स्या॒म्। सु॒वीर॒ इति॑ सु॒ऽवीरः॑। वी॒रैः। सु॒पोष॒ इति॑ सु॒पोषः॑। पोषैः॑। नर्य॑। प्र॒जामिति॑ प्र॒ऽजाम्। मे॒। पा॒हि॒। शꣳस्य॑। प॒शून्। मे॒। पा॒हि॒। अथ॑र्य। पि॒तुम्। मे॒ पा॒हि॒ ॥३७॥,https://www.xn--j2b3a4c.com/yajurveda/3/37,2025-12-05T02:46:57.757152
3,38,आग॑न्म वि॒श्ववे॑दसम॒स्मभ्यं॑ वसु॒वित्त॑मम्। अग्ने॑ सम्राड॒भि द्यु॒म्नम॒भि सह॒ऽआय॑च्छस्व ॥३८॥,अनुष्टुप्,अग्निर्देवता,आसुरिर्ऋषिः,आ। अ॒ग॒न्म॒। वि॒श्ववे॑दस॒मिति॑ वि॒श्वऽवे॑दसम्। अ॒स्मभ्य॑म्। व॒सु॒वित्त॑म॒मिति॑ वसु॒वित्ऽत॑मम्। अग्ने॑। स॒म्रा॒डिति॑ सम्ऽराट्। अ॒भि। द्यु॒म्नम्। अ॒भि। सहः॑। आ। य॒च्छ॒स्व॒ ॥३८॥,https://www.xn--j2b3a4c.com/yajurveda/3/38,2025-12-05T02:47:00.536961
3,39,अ॒यम॒ग्निर्गृ॒हप॑ति॒र्गार्ह॑पत्यः प्र॒जाया॑ वसु॒वित्त॑मः। अग्ने॑ गृहपते॒ऽभि द्यु॒म्नम॒भि सह॒ऽआय॑च्छस्व ॥३९॥,भुरिग् बृहती,अग्निर्देवता,आसुरिर्ऋषिः,अ॒यम्। अ॒ग्निः। गृ॒हप॑ति॒रिति॑ गृ॒हऽप॑तिः। गार्ह॑पत्य॒ इति॒ गार्ह॑ऽपत्यः॑। प्र॒जाया॒ इति॑ प्र॒जायाः॑। व॒सु॒वित्त॑म॒ इति॑ वसु॒वित्ऽत॑मः। अग्ने॑। गृ॒ह॒प॒त॒ इति॑ गृहऽपते। अ॒भि। द्यु॒म्नम्। अ॒भि। सहः॑। आ। य॒च्छ॒स्व॒ ॥३९॥,https://www.xn--j2b3a4c.com/yajurveda/3/39,2025-12-05T02:47:01.860446
3,41,गृहा॒ मा बि॑भीत॒ मा वे॑पध्व॒मूर्जं॒ बिभ्र॑त॒ऽएम॑सि। ऊर्जं॒ बिभ्र॑द्वः सु॒मनाः॑ सुमे॒धा गृ॒हानैमि॒ मन॑सा॒ मोद॑मानः ॥४१॥,आर्षी पङ्क्तिः,वास्तुरग्निः,आसुरिर्ऋषिः,गृहाः॑। मा। बि॒भी॒त॒। मा। वे॒प॒ध्व॒म्। ऊर्ज॑म्। बिभ्र॑तः। आ। इ॒म॒सि॒। ऊर्ज॑म्। बिभ्र॑त्। वः॒। सु॒मना॒ इति॑ सु॒ऽमनाः॑। सु॒मे॒धा इति॑ सुऽमे॒धाः। गृ॒हान्। ए॒मि॒। मन॑सा। मोद॑मानः ॥४१॥,https://www.xn--j2b3a4c.com/yajurveda/3/41,2025-12-05T02:47:04.502399
3,42,येषा॑म॒द्ध्येति॑ प्र॒वस॒न् येषु॑ सौमन॒सो ब॒हुः। गृ॒हानुप॑ह्वयामहे॒ ते नो॑ जानन्तु जान॒तः ॥४२॥,अनुष्टुप्,वास्तुपतिरग्निर्देवता,शंयुर्ऋषिः,येषा॑म्। अ॒ध्येतीत्य॑धि॒ऽएति॑। प्र॒वस॒न्निति॑ प्र॒ऽवस॑न्। येषु॑। सौ॒म॒न॒सः। ब॒हुः। गृ॒हान्। उप॑। ह्व॒या॒म॒हे॒। ते। नः॒। जा॒न॒न्तु॒। जा॒न॒तः ॥४२॥,https://www.xn--j2b3a4c.com/yajurveda/3/42,2025-12-05T02:47:06.037969
3,43,उप॑हूताऽइ॒ह गाव॒ऽउप॑हूताऽअजा॒वयः॑। अथो॒ऽअन्न॑स्य की॒लाल॒ऽउप॑हूतो गृ॒हेषु॑ नः। क्षेमा॑य वः॒ शान्त्यै॒ प्रप॑द्ये शि॒वꣳ श॒ग्मꣳ शं॒योः शं॒योः ॥४३॥,भुरिग् जगती,वास्तुपतिर्देवता,शंयुर्बार्हस्पत्य ऋषिः,उप॑हूता॒ इत्युप॑ऽहूताः। इ॒ह। गावः॑। उप॑हूता॒ इत्युप॑ऽहूताः। अ॒जा॒वयः॑। अथो॒ऽइत्यथो॑। अन्न॑स्य। की॒लालः॑। उप॑हूत॒ इत्युप॑ऽहूतः। गृ॒हेषु॑। नः॒। क्षेमा॑य। वः॒। शान्त्यै॑। प्र॒। प॒द्ये॒। शि॒वम्। श॒ग्मम्। शं॒योरिति॑ श॒म्ऽयोः॑। शं॒योरिति॑ श॒म्ऽयोः॑ ॥४३॥,https://www.xn--j2b3a4c.com/yajurveda/3/43,2025-12-05T02:47:07.636694
3,44,प्र॒घा॒सिनो॑ हवामहे म॒रुत॑श्च रि॒शाद॑सः। क॒र॒म्भेण॑ स॒जोष॑सः ॥४४॥,गायत्री,मरुतो देवताः,प्रजापतिर्ऋषिः,प्र॒घा॒सिन॒ इति॑ प्रऽघा॒सिनः॑। ह॒वाम॒हे॒। म॒रुतः॑। च॒। रि॒शाद॑सः। क॒र॒म्भेण॑। स॒जोष॑स॒ इति॑ स॒ऽजोष॑सः ॥४४॥,https://www.xn--j2b3a4c.com/yajurveda/3/44,2025-12-05T02:47:08.880427
